,영업 시간,가게명,가게 주소,업종,이미지url,카카오 url,별점,예측별점평균
34,매일 11:30 ~ 23:00,보향미,광주 광산구 첨단중앙로124번길 41 (우)62276,"족발,보쌈",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F49625CD1BAE8434A9CE2D55652A2E24E',https://place.map.kakao.com/1021725989,4.343283582089552,2.4029850746268657
233,월~토 09:00 ~ 00:00,퍼니스 카페앤라운지,광주 서구 천변좌하로 192 (우)61953,카페,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA6BC48F11DE249FB83E7E1D0CE467415',https://place.map.kakao.com/1806396298,2.9,2.4
266,"월,화,수,목,일 16:00 ~ 02:00",동경화로 상무본점,광주 서구 시청로60번길 21-9 콜롬버스씨네마 101호 (우)61948,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC4C1A282AF22490F93CED5B9557FCC64',https://place.map.kakao.com/1695051001,4.6,2.4
112,매일 11:30 ~ 20:30,행복한임금님 서광주점,광주 서구 풍서우로 196 (우)62010,한정식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD3181D5F13054B519B497924F78580D8',https://place.map.kakao.com/22763959,3.4,2.4
147,매일 11:30 ~ 22:00,백년한우 양산본점,광주 북구 연양로67번길 5 (우)61071,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCB62553021034441968284A189047E83',https://place.map.kakao.com/1765736334,3.0,2.4
304,매일 10:00 ~ 22:00,세컨드원 광주수완1호점,광주 광산구 임방울대로 611-23 (우)62244,디저트카페,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_251020808',https://place.map.kakao.com/1628849467,3.4571428571428573,2.4
197,매일 11:30 ~ 22:00,어반레시피,광주 동구 의재로136번길 10 (우)61494,양식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9E2937660F6543AFA327DA12E0ADDFC6',https://place.map.kakao.com/1952015882,2.8666666666666667,2.4
199,매일 16:00 ~ 24:00,신쭈꾸미 상무본점,광주 서구 시청서편로4번길 16 (우)61944,"해물,생선",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDD27E76E5E3746D3AFF77C7827E84668',https://place.map.kakao.com/8402582,3.8461538461538463,2.3846153846153846
156,매일 00:00 ~ 21:30,도깨비마을 본점,광주 북구 중흥로 81 (우)61250,한식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE6E5B17BCD7F4C0C9D5FDAB1450AE094',https://place.map.kakao.com/10309755,4.125,2.375
278,매일 11:30 ~ 22:00,정남진장흥한우 매곡점,광주 북구 서하로 129 1층 (우)61062,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FB09207E5FAD94B1C84F7851742D7C087',https://place.map.kakao.com/1484191659,3.875,2.375
139,매일 00:00 ~ 24:00,어등뼈해장국보쌈,광주 광산구 무진대로231번길 30-21 (우)62359,해장국,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F170CD1ABCFB24761B7D21AC0E3E75B8D',https://place.map.kakao.com/15872701,3.3125,2.375
40,매일 11:00 ~ 22:00,매월농원,광주 서구 전평길 66 (우)62070,오리,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F02062A0379DCC018CB',https://place.map.kakao.com/10347846,3.736842105263158,2.3684210526315788
276,매일 09:10 ~ 00:20,뼈대있는집,광주 북구 호동로 28 1층 (우)61190,감자탕,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD3126785D151410FAFE94626B6609B95',https://place.map.kakao.com/27503877,2.090909090909091,2.3636363636363638
135,"월,화,수,목,일 11:30 ~ 24:00",마루요시 첨단점,광주 광산구 임방울대로800번길 27 1층 (우)62277,"초밥,롤",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F7B6F3F61F9804E9EBBB7210986A8C065',https://place.map.kakao.com/1829053678,3.857142857142857,2.357142857142857
37,매일 11:30 ~ 21:30,명지원명가,광주 서구 운천로 237 (우)61948,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2339F249515CC3F301',https://place.map.kakao.com/19157107,3.0,2.357142857142857
264,매일 10:00 ~ 21:00,원조금호꽃게장,광주 광산구 동곡로 161-20 (우)62461,"게,대게",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3491A7B0643F412AB15F90CEE623FC0C',https://place.map.kakao.com/8694807,3.4444444444444446,2.3333333333333335
210,매일 08:45 ~ 22:00,궁전제과 염주점,광주 서구 월드컵4강로 44 1층 (우)62042,"제과,베이커리",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB76A5CB4F6FD40B0BD4740D4201DFE93',https://place.map.kakao.com/8215284,4.0,2.3333333333333335
165,월~토 11:00 ~ 22:00,09바다장어,광주 광산구 사암로390번길 13-22 1층 (우)62328,장어,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FED2FBB060DAC4C74A3D36CE3C86EE6DA',https://place.map.kakao.com/577878558,4.666666666666667,2.3333333333333335
47,매일 00:00 ~ 24:00,갤러리24카페,광주 서구 천변좌로 14 1층 (우)61917,갤러리카페,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1A5950C5DA6046B1A5E24908F2A508DA',https://place.map.kakao.com/1177510294,4.416666666666667,2.3333333333333335
295,화~일 11:00 ~ 21:00,당산나무집 본점,광주 남구 봉선중길 4 1층 (우)61671,한식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F39AFB2D7105342AB99EB6F8886020388',https://place.map.kakao.com/702183874,4.277777777777778,2.3333333333333335
101,화~일 11:00 ~ 22:00,해안식당 첨단점,광주 광산구 임방울대로801번길 12 (우)62275,한식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8D571FB6431E4268AC3E079DB06597AC',https://place.map.kakao.com/1612438471,3.5833333333333335,2.3333333333333335
213,매일 11:30 ~ 21:30,토방,광주 광산구 산월로21번길 10 (우)62268,한식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F824668633F51427DBA9D8719A949F420',https://place.map.kakao.com/10015700,4.066666666666666,2.3333333333333335
298,2023년 4월 1일  ~ 2023년 4월 16일,정글북,광주 동구 백서로125번길 8-1 (우)61487,북카페,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F93363B312C3443E1B39AAFF2C00FDABE',https://place.map.kakao.com/1258145226,4.526315789473684,2.3157894736842106
247,매일 11:30 ~ 23:00,미스터초밥 방림DT점,광주 남구 대남대로 85 2층 (우)61666,"초밥,롤",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2A4C140D1BB347F6A008DC605E43D842',https://place.map.kakao.com/1936572119,2.8,2.3
87,매일 10:40 ~ 21:00,송원식육식당,광주 광산구 평동로800번길 13 (우)62420,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBFB3B1EF0AAF423ABA3172D6059E264E',https://place.map.kakao.com/9868850,3.740740740740741,2.2962962962962963
182,"월,수,목,금,토,일 11:30 ~ 21:00",어니스트식스티,광주 남구 백서로 98 (우)61662,양식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6584EC001DA54E219CCB0E233326F355',https://place.map.kakao.com/2054330893,3.857142857142857,2.2857142857142856
64,매일 17:00 ~ 01:00,삼일집,광주 북구 호동로15번길 50 1층 (우)61189,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F23A9C922A1D44BAAA8EAD534DCD01A67',https://place.map.kakao.com/1480682796,3.9444444444444446,2.2777777777777777
280,매일 11:30 ~ 22:00,마루샤브 수완점,광주 광산구 장신로 62 2층 (우)62225,샤브샤브,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2571264B540514E10B',https://place.map.kakao.com/20023547,2.8181818181818183,2.272727272727273
202,매일 08:00 ~ 20:30,창억떡집 동명점,광주 동구 동계천로 170 (우)61436,"떡,한과",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F184A2515C5AD593CF6',https://place.map.kakao.com/8102943,3.5454545454545454,2.272727272727273
15,매일 10:30 ~ 23:00,테이트모던,광주 서구 상무대로673번길 24 (우)61955,양식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F16E84DB5A3374E26B5EE351CB1C685A5',https://place.map.kakao.com/1432794635,3.9615384615384617,2.269230769230769
260,매일 12:00 ~ 22:00,섬진강,광주 서구 신촌길 20 1층 (우)61998,한식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F175280334FD0260823',https://place.map.kakao.com/21222889,3.6666666666666665,2.25
196,매일 11:00 ~ 22:00,도토리편백집 광주상무점,광주 서구 상무중앙로78번길 5-6 (우)61949,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4959E894D7B6433CA2BB24D1CC82646D',https://place.map.kakao.com/720513141,3.0,2.25
50,월~토 11:30 ~ 21:30,한우촌,광주 서구 운천로162번길 10 1층 (우)61989,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F19573CEB920C4CEC893A272C2D6E5133',https://place.map.kakao.com/10934939,2.625,2.25
141,매일 11:00 ~ 22:00,소촌옥숯불갈비,광주 광산구 소촌로 155 (우)62382,갈비,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3749DC58EE8E42BA8E0A7E906B150088',https://place.map.kakao.com/1858390334,3.888888888888889,2.2222222222222223
122,매일 12:00 ~ 24:00,해뜰날 1호점,광주 북구 저불로 81 1층 (우)61107,회,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFFEAA0C07E6B4A0595F16FA3C094BBAE',https://place.map.kakao.com/27059063,2.8666666666666667,2.2
16,매일 11:00 ~ 22:00,마천루,광주 서구 월드컵4강로 236 2층 (우)61971,중국요리,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA3A3800A535D42CFB762417F194A5486',https://place.map.kakao.com/9767534,3.5714285714285716,2.1904761904761907
27,화~토 00:00 ~ 24:00,미풍해장국 광주상무점,광주 서구 시청로20번길 11 1층 (우)61964,한식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FC244D90A23994A33BC130499D4994B07',https://place.map.kakao.com/1055216212,4.296296296296297,2.185185185185185
149,"월,화,수,목,금,일 10:30 ~ 22:00",예향정 첨단점,광주 광산구 첨단중앙로152번길 31-13 1층 (우)62274,한식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6A29DB0EA6F343B086D59CA35C00C4B1',https://place.map.kakao.com/1274408013,4.181818181818182,2.1818181818181817
265,월~토 11:00 ~ 22:00,막동이회관,광주 동구 남문로 614 (우)61500,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6316844E42F94425BD3F1A0E57F2137A',https://place.map.kakao.com/8962407,3.3636363636363638,2.1818181818181817
136,월요일                                                                                    ,데이오프나이트,광주 동구 동명로26번길 5 1층 (우)61434,카페,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F2121ED92C00A437F909A2F84B76CE22D',https://place.map.kakao.com/472974733,3.9285714285714284,2.1785714285714284
170,매일 11:00 ~ 21:00,온고당,광주 서구 개산길 13-11 1층 (우)62070,한정식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC14F2A99C32A4968BBEB992DC699C2A8',https://place.map.kakao.com/221975285,2.3076923076923075,2.1538461538461537
235,화~일 12:00 ~ 21:00,모노라보르,광주 북구 일곡마을로 148 2층 (우)61035,갤러리카페,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1FA7682009884FDD89BBE7C5F26CC3DA',https://place.map.kakao.com/959190882,4.461538461538462,2.1538461538461537
194,매일 12:00 ~ 22:30,여기카페,광주 동구 장동로 15-1 (우)61436,카페,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD837938385C945E7A6F826C53F2C546C',https://place.map.kakao.com/1692969948,4.0,2.142857142857143
58,매일 11:00 ~ 23:00,한해물하네 광주첨단점,광주 광산구 임방울대로826번길 30 (우)62277,"해물,생선",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9DD9EA988454427786BB1E4918C46FAE',https://place.map.kakao.com/25976260,2.25,2.125
45,매일 10:00 ~ 23:00,카페가배당,광주 서구 눌재로 434 (우)62076,커피전문점,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE7AE462B5A3042908400071FE663CE26',https://place.map.kakao.com/77868830,2.5,2.111111111111111
221,매일 11:50 ~ 22:00,호가담,광주 광산구 사암로216번길 20-3 1층 (우)62355,갈비,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F537036A022594EA2B216D7DB3FFFEBE5',https://place.map.kakao.com/24891627,4.9,2.1
65,매일 11:00 ~ 20:40,쌍교숯불갈비 노대점,"광주 남구 효덕로 128 2, 3층 (우)61747",한식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F6CDA95667D2242A58F984E643590F39D',https://place.map.kakao.com/1385411482,4.846153846153846,2.076923076923077
72,설당일                                                                                     ,창억떡 광주점,광주 북구 경열로 242 (우)61238,"떡,한과",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEFA330CAC3CC425794E05287801585B2',https://place.map.kakao.com/17152068,2.7857142857142856,2.0714285714285716
243,기타 (12:00~제품 소진시),박소영왕만두왕찐빵,광주 북구 대자로 64 1층 103호 (우)61262,분식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB85719C85ECF42248FB8A08017892933',https://place.map.kakao.com/27608887,4.571428571428571,2.0357142857142856
242,매일 11:30 ~ 22:00,해동활어,광주 서구 상무대로 653-1 (우)61955,회,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4DD999C88B484F059471775DDEB78BEE',https://place.map.kakao.com/8595633,4.0,2.0
288,매일 10:00 ~ 21:30,산일능이버섯백숙 상무점,"광주 서구 마륵복개로 74 1,2층 (우)61999",오리,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F012D9F8B2DFD476C9F90901521699F88',https://place.map.kakao.com/23981531,2.3333333333333335,2.0
238,매일 11:00 ~ 22:00,태화오리탕,광주 북구 중가로37번길 30-4 (우)61245,오리,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8F71BEF41BA446C0A43C5FDCD218D047',https://place.map.kakao.com/10897211,4.5,2.0
166,매일 11:30 ~ 22:00,건영회수산 1호점,광주 북구 저불로39번길 9 2층 (우)61110,회,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1B1EDC29CB794002B3F341B9CD208B4E',https://place.map.kakao.com/10174032,3.3333333333333335,2.0
192,첫째 월요일                                                                                    ,어등회관,광주 광산구 내상로15번길 40 (우)62428,한식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA6FA45047B144BA3B6EB98662A2D4B51',https://place.map.kakao.com/17025759,2.3333333333333335,2.0
91,매일 11:00 ~ 23:00,동산회관,광주 북구 우치로90번길 12-1 (우)61189,한정식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F538E7051ADB8427D8E46B50AC488C9B2',https://place.map.kakao.com/14517683,4.375,2.0
146,월~토 11:30 ~ 22:00,토방닭매운탕,광주 북구 동문대로 130-1 1층 (우)61199,닭요리,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F037B2AFC02FF49428340636FC1BB3D37',https://place.map.kakao.com/320726753,4.6923076923076925,1.9230769230769231
35,매일 11:30 ~ 23:00,대게나라 상무점,"광주 서구 운천로 213 108호, 109호 (우)61964",한식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCEE7C19739D4427FBD5349E0E62F4085',https://place.map.kakao.com/27173394,3.272727272727273,1.9090909090909092
99,매일 11:30 ~ 24:00,마루요시상무점,광주 서구 상무번영로 4 (우)61964,일식,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB3482F6D57D44F73A6D5221513008C3F',https://place.map.kakao.com/1314272674,3.3,1.9
167,매일 09:00 ~ 22:00,원조장수갈비,광주 북구 하서로 450 1층 (우)61020,갈비,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F45D30AE9E1E74855923B710D5B5D084B',https://place.map.kakao.com/10693077,4.125,1.875
114,"월,수,목,금,토,일 11:00 ~ 20:00",꽃피는춘삼월,광주 동구 선교로 50 (우)61512,전통찻집,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F46099023DB754333A00C3333F71C4A8B',https://place.map.kakao.com/393047900,2.6,1.8
93,화~일 11:30 ~ 22:00,정광석항아리보쌈 첨단점,"광주 광산구 첨단강변로87번길 5 야스텍타워 1층 101, 102호 (우)62279","족발,보쌈",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F7B3D2FCF78AD412D8631868B7E14530B',https://place.map.kakao.com/1832748785,4.0,1.8
138,매일 10:00 ~ 23:00,시골집,광주 서구 내방로398번길 4 1층 (우)61934,"육류,고기",'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF5D2169113FF4E4783BFD08000447C18',https://place.map.kakao.com/12831220,3.4,1.8
155,매일 11:00 ~ 22:00,닭꿈,광주 북구 하서로241번길 41 13호 (우)61091,닭요리,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4D6AE6BE2E384D44921258A3E3FD8EC4',https://place.map.kakao.com/27312602,5.0,1.6666666666666667
48,매일 09:30 ~ 21:30,상무옥,광주 서구 서광주로 181 (우)61999,갈비,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FD89C557CC0734AA69124A2ED9F901D6B',https://place.map.kakao.com/1154073162,3.125,1.625
